Metaphor,Derived metaphor,Category,subcategory,Example,Source
A_CELL_IS_A_MACHINE,,,Machine and mechanism,"When basic science provides us with an understanding of the physiologic controls of the immunoresponse, we may be able to intervene to remove those controls temporarily so that the nonspecific immune stimulants can turn on the system and it is not turned off until the physician replaces the negative control elements after the therapeutic effect has been achieved.",Metaphors in medical texts
A_CELL_IS_A_MACHINE,,,Machine and mechanism,"...it was hoped that ..., vaccination with antologous or allogeneic tumor cells of the same histologous type would force the immune apparatus to kill residual tumor cells",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,widely different agents are causative,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,the diversity of agents that cause cancer,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,origins of cancer through the actions of various agents,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,DNA-damaging agents often stop cells in the G2 phase,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,DNA is the target of agents that control cell growth by interactions that ultimately modify gene functions,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,the loci in question may be physiologically essential constituents of the cell's genetic apparatus that become pathogenic only when their structure or control is disturbed by oncogenic agents,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,the soot was the causative agent,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"Although it would be important to distinguish between agents that induce neoplasms by direct action on the cells that become neoplastic and those that produce neoplasia by indirect actions in the animal as a whole, at present it is seldom possible to do so.",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,some agents such as immune suppressants,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"...the action of a chemical, physical, or biologic agent that alters in an irreversible manner the heritable structure(s) of the cell",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,the ability of a carcinogenic agent to initiate cells may depend on the capacity of the cell to metabolize the agent to its ultimate carcinogenic form,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"Although such a phenomenon has not been shown to be a ubiquitous characteristic of promoting agents, a relationship between reactive oxygen species and the inhibition of intercellular communication by promoting agents has been described.",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,the demonstrated promoting action of various agents in the human enviroment,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"promoting agents, or the new class of ""progressor"" agents",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"the induction of cancer by three types of physical agents: ionizing radiation, ultraviolet radiation, and foreign bodies and fibers.",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,providing the cell with the ability to withstand toxic agentd,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"if the antibody or ligand is coupled to a toxic agent, it may selectively kill the tumor cells in the metastatic foci.",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,An increased understanding of the mechanisms of tumor cell invasion may lead to the development of pharmacologic agents or strategies that block tumor cell invasion,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"Consequently, an anti-invasion agent may block tumor angiogenesis",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"The ultimate goal of metastasis prevention would be the selective eradication of established metastases, perhaps by targeting toxic agents to the metastatic foci.",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"cells have the capacity to call upon an adaptive, coordinated defense mechanism when assaulted by cyclotoxins. Once this program is turned on by one agent, it appears to be effective against others. Such a system may protect normal cells against environmental assault, but in cancer patients it appears to protect neoplastic cells against chemotherapeutic agents, which are also derived from environmental sources.",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,[of cancer drugs]: we shall discuss the methods now used to screen potential new agents for activity.,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"certain chemotherapeutic agents are ""cycle specific"", killing cells more effectively during certain phases of the cell cycle.",Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,it is possible to inhibit the process of carcinogenesis with agents that have been termed anticarcinogens or to stimulate the process of initiation with agents that have been termed cocarcinogens. Both types of agents usually act during ...,Metaphors in medical texts
MANY_ENTITIES_ARE_CAUSATIVE_AGENTS,,,Agents,"Specific therapy against the causative organism [bacteria] should then be initiated, using an agent [antibiotic] shown to be active.",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the multistep nature of cancer,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the two-step generation of malignancies,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the several-step sequence of tumor preduction,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the multistage nature of malignancy,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the multistep process of neoplasia,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the two-step process of carcinogenesis in vivo requires a promoter such as phorbol ester (TPA),Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,classical concepts of initiation - promotion and multistage carcinogenesis,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,Three-step theory of invasion,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,A three-step hypothesis has been promosed to describe the sequence of biochemical events during tumor cell invasion of the extracellular matrix.,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,continued invasion of the matrix may take place by cyclic repetition of these three steps.,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"In theory, blocking any of the necessary steps for invasion listed in Table 7 - I could prevent tumor cell invasion.",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"Both foulds' concept of progression and the concept of initiation and promotion were developed from model systems in animals. Today, however, it is apparent that the multistage characteristic of carcinogenesis is not unique to these experimental systems...",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"Many studies have shown that cell replication is required to ""fix"" the step of initiation of chemical carcinogenesis,...",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,carcinogenesis usually is considered multistage,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,cancer may involve a multistep process,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"Chemical carcinogenesis is believed to be a two-step process consisting of an irreversible initiation event, followed by exposure to promoting agents.",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the sheer complexity of this multistep tumor-host interaction,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"To tackle the problem, investigators have separated invasion and metastasis into a series of defined sequential steps and focused on one step at a time. For each step, new experimental models had to be developed, and a...",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the cascade or multistep theory of spread,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,the two-step process of carcinogenesis in vivo requires a promoter such as phorbol ester (TPA),Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"natural history of chemical carcinogenesis: stages of initiation, promotion, and progression",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"These studies, carried out princiaplly with mouse epiermis in vivo, suggested that the latent period during epidermal carcinogenesis of the skin of the mouse consisted of at least two stages, now termed initiation and promotion.",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,Protocols exemplified by the initiation-promotion-initiation-format have been described both in the mouse skin and rat liver.,Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"promoting agents, or the new class of ""progressor"" agents",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"The irreversibility and ""memory"" characteristics of the process of initiation",Metaphors in medical texts
CARCINOGENESIS/METASTASIS_CONSIST_OF_SEVERAL_STEPS,,,Steps and stages,"The process of metastasis is not random. Instead, it is a cascade of linked sequential steps that must be traversed by tumor cells if a metastasis is to develop.",Metaphors in medical texts
TUMOUR_METASTASES_ARE_SEEDS_SOWN_FROM_THE_PRIMARY_TUMOUR,,,Seeds,primary tumors from which lungs metastases are seeded,Metaphors in medical texts
TUMOUR_METASTASES_ARE_SEEDS_SOWN_FROM_THE_PRIMARY_TUMOUR,,,Seeds,tumor-cell dissemination,Metaphors in medical texts
TUMOUR_METASTASES_ARE_SEEDS_SOWN_FROM_THE_PRIMARY_TUMOUR,,,Seeds,"at the end of the dissemination phase, the potential seeds of such metastases range from a single tumor cell to a tumor embolus visible with the naked eye.",Metaphors in medical texts
TUMOUR_METASTASES_ARE_SEEDS_SOWN_FROM_THE_PRIMARY_TUMOUR,,,Seeds,The size of these seeds [of metastases],Metaphors in medical texts
TUMOUR_METASTASES_ARE_SEEDS_SOWN_FROM_THE_PRIMARY_TUMOUR,,,Seeds,"interactions between ""seed and soil""",Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,Their surface adhesion or anchorage requirement is changed,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,"Mintz and Fleischman have suggested that ""the gene at issue [ma be] any of the numerous 'banal' or ordinary genes involved in cell growth and differentiation, rather than special pr exotic cancer genes""",Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,"Due to the potential trapping function of their capillary nets, lung, liver, and bone marrow operate as filter organs and key disseminating sites of hematogeneous spread [...] thus, it [the liver] cannot be considered as first metastatic target or as filter or key organ for spread of this type of gastric carcinoma (or can any other organ!)",Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,"biochemical marker, one that is present in some cells of the host but not in others. This mosaicism...",Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,daily tumor turnover,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,intracellular matrix,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,one now looks forward with confidence to integration of these elements into the cancer puzzle,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,These nucleotides or bases are linked together in chains that ...,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,[of DNA molecules] head-to-head or head-to-tail joining also may occur,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,"The matrix determines tissue architecture, has important biologic functions, and is a mechanical barrier to invasion",Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,"specific sanctuary sites, such as the central nervous system",Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,brush-and-spray-like configuration [cancer cells],Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,wedge-and-tongue-like tumor projections,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,DNase footprinting: A technique that allows the determination of the specific DNA sequence in the binding sites of a DNA binding protein or protein complex.,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,"DNase footprinting, DNA footprinting",Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,DNase footprinting methods are used to identify the sequences in the specific binding region of DNA fragments.,Metaphors in medical texts
ISOLATED_METAPHORS,,,Isolated metaphors,...are alternative methods of protein analysis and are used for comparing one product to another as in a fingerprint,Metaphors in medical texts
DIFFICULTIES_ARE_OPPONENTS,BEING_ILL_WITH_CANCER_IS_A_VIOLENT_CONFRONTATION_WITH_THE_DISEASE,,,Your husband sounds like a fighter which will hold him in good stead.,"

Elena Semino, Zsófia Demjén, Jane Demmen, An Integrated Approach to Metaphor and Framing in Cognition, Discourse, and Practice, with an Application to Metaphors for Cancer, Applied Linguistics, Volume 39, Issue 5, October 2018, Pages 625–645, https://doi.org/10.1093/applin/amw028 "
DIFFICULTIES_ARE_OPPONENTS,BEING_ILL_WITH_CANCER_IS_A_VIOLENT_CONFRONTATION_WITH_THE_DISEASE,,,You are such a fighter and so inspirational.,"

Elena Semino, Zsófia Demjén, Jane Demmen, An Integrated Approach to Metaphor and Framing in Cognition, Discourse, and Practice, with an Application to Metaphors for Cancer, Applied Linguistics, Volume 39, Issue 5, October 2018, Pages 625–645, https://doi.org/10.1093/applin/amw028 "
DIFFICULTIES_ARE_OPPONENTS,BEING_ILL_WITH_CANCER_IS_A_VIOLENT_CONFRONTATION_WITH_THE_DISEASE,,,Cancer and the fighting of it is something to be very proud of.,"

Elena Semino, Zsófia Demjén, Jane Demmen, An Integrated Approach to Metaphor and Framing in Cognition, Discourse, and Practice, with an Application to Metaphors for Cancer, Applied Linguistics, Volume 39, Issue 5, October 2018, Pages 625–645, https://doi.org/10.1093/applin/amw028 "
