Column,Question,HumanCounts,GoldStandard,LLMAnswer,Result,IsCorrect
"QID536 - Does this sentence contain a metaphor?
Sentence: ""Even if transplanted cells are able to migrate to the areas of damage, mature and integrate into a patient’s nervous system before the disease takes its toll""","Does this sentence contain a metaphor?
Sentence: ""Even if transplanted cells are able to migrate to the areas of damage, mature and integrate into a patient’s nervous system before the disease takes its toll""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID538 - Does this sentence contain a metaphor?
Sentence: ""Vaccines are many months away and may well not be a silver bullet when they arrive""","Does this sentence contain a metaphor?
Sentence: ""Vaccines are many months away and may well not be a silver bullet when they arrive""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID540 - Does this sentence contain a metaphor?
Sentence: ""A bodybuilder celebrating British and European title wins says his ""third kidney"" gave him the energy to compete""","Does this sentence contain a metaphor?
Sentence: ""A bodybuilder celebrating British and European title wins says his ""third kidney"" gave him the energy to compete""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID542 - Does this sentence contain a metaphor?
Sentence: ""One study in JAMA Cardiology journal, found that 20 per cent of 416 patients hospitalised in Wuhan with the coronavirus had heart damage""","Does this sentence contain a metaphor?
Sentence: ""One study in JAMA Cardiology journal, found that 20 per cent of 416 patients hospitalised in Wuhan with the coronavirus had heart damage""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID548 - Does this sentence contain a metaphor?
Sentence: ""And [Cancer] it has transported me to a place.""","Does this sentence contain a metaphor?
Sentence: ""And [Cancer] it has transported me to a place.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID550 - Does this sentence contain a metaphor?
Sentence: ""Prof Brocklehurst says: ""At the moment some parents believe this hypothesis enough that they are doing their own vaginal seeding""","Does this sentence contain a metaphor?
Sentence: ""Prof Brocklehurst says: ""At the moment some parents believe this hypothesis enough that they are doing their own vaginal seeding""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID552 - Does this sentence contain a metaphor?
Sentence: ""In normal renewal populations, there is evidence for the existence of a small population of stem cells whose progeny can proliferate and differentiate to repopulate the tissue""","Does this sentence contain a metaphor?
Sentence: ""In normal renewal populations, there is evidence for the existence of a small population of stem cells whose progeny can proliferate and differentiate to repopulate the tissue""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID556 - Does this sentence contain a metaphor?
Sentence: ""The discovery gives doctors the first chance to tailor chemotherapy to suit individual children""","Does this sentence contain a metaphor?
Sentence: ""The discovery gives doctors the first chance to tailor chemotherapy to suit individual children""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID558 - Does this sentence contain a metaphor?
Sentence: ""an imbalanced regulation of motility an proteolysis appears to be required for invasion and metastasis.""","Does this sentence contain a metaphor?
Sentence: ""an imbalanced regulation of motility an proteolysis appears to be required for invasion and metastasis.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID560 - Does this sentence contain a metaphor?
Sentence: ""It [the cell] may divide, giving rise to one or more generations of daughter cells before some or all of the progeny become sterile. These colonies in which some reproductively viable progeny emerge may then regrow""","Does this sentence contain a metaphor?
Sentence: ""It [the cell] may divide, giving rise to one or more generations of daughter cells before some or all of the progeny become sterile. These colonies in which some reproductively viable progeny emerge may then regrow""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID562 - Does this sentence contain a metaphor?
Sentence: ""In MS the condition has a clear immune basis, so it makes much more logical sense to do bone marrow transplants as a way of treating the disease""","Does this sentence contain a metaphor?
Sentence: ""In MS the condition has a clear immune basis, so it makes much more logical sense to do bone marrow transplants as a way of treating the disease""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID564 - Does this sentence contain a metaphor?
Sentence: ""Many studies have shown that cell replication is required to ""fix"" the step of initiation of chemical carcinogenesis,...""","Does this sentence contain a metaphor?
Sentence: ""Many studies have shown that cell replication is required to ""fix"" the step of initiation of chemical carcinogenesis,...""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID566 - Does this sentence contain a metaphor?
Sentence: ""This inter-receptor communication represents another mechanism for regulation of cellular response patterns.""","Does this sentence contain a metaphor?
Sentence: ""This inter-receptor communication represents another mechanism for regulation of cellular response patterns.""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID570 - Does this sentence contain a metaphor?
Sentence: ""The fight at the frontlines of Covid-19 is being waged in clinics and hospitals around the world""","Does this sentence contain a metaphor?
Sentence: ""The fight at the frontlines of Covid-19 is being waged in clinics and hospitals around the world""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID574 - Does this sentence contain a metaphor?
Sentence: ""Each step involves multiple tumor-host interactions""","Does this sentence contain a metaphor?
Sentence: ""Each step involves multiple tumor-host interactions""",{'yes': 3},yes,no,LLM does NOT match the gold standard.,False
"QID578 - Does this sentence contain a metaphor?
Sentence: ""a population of poorly nourished cells""","Does this sentence contain a metaphor?
Sentence: ""a population of poorly nourished cells""","{'yes': 2, 'no': 1}",yes,**yes**,LLM does NOT match the gold standard.,False
"QID580 - Does this sentence contain a metaphor?
Sentence: ""I went for an initial consultation and met with my medical oncologist, who explained the particulars of cancer very clearly, even drawing pictures to make sure I understood exactly what he was telling me.""","Does this sentence contain a metaphor?
Sentence: ""I went for an initial consultation and met with my medical oncologist, who explained the particulars of cancer very clearly, even drawing pictures to make sure I understood exactly what he was telling me.""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID582 - Does this sentence contain a metaphor?
Sentence: ""some agents such as immune suppressants""","Does this sentence contain a metaphor?
Sentence: ""some agents such as immune suppressants""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID584 - Does this sentence contain a metaphor?
Sentence: ""The mechanism by which the normal p 21 product (expressed from the normal allele) and its intrinsic GTPase activity influence the signal transduction properties of the activated oncogene product is not yet understood""","Does this sentence contain a metaphor?
Sentence: ""The mechanism by which the normal p 21 product (expressed from the normal allele) and its intrinsic GTPase activity influence the signal transduction properties of the activated oncogene product is not yet understood""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
"QID586 - Does this sentence contain a metaphor?
Sentence: ""Granulocytopenia, ... and concomitant damage to body barriers""","Does this sentence contain a metaphor?
Sentence: ""Granulocytopenia, ... and concomitant damage to body barriers""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID590 - Does this sentence contain a metaphor?
Sentence: ""Control your high blood pressure""","Does this sentence contain a metaphor?
Sentence: ""Control your high blood pressure""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID592 - Does this sentence contain a metaphor?
Sentence: """"Effectiveness of the Lymph Node as a Barrier to the Passage of Embolic Tumor Cells""""","Does this sentence contain a metaphor?
Sentence: """"Effectiveness of the Lymph Node as a Barrier to the Passage of Embolic Tumor Cells""""",{'no': 2},no,**no**,LLM does NOT match the gold standard.,False
